监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率    (μS/cm),浊度(NTU)
2019-06-27 10:00,14.8,8.21,9.90,518.5,128.9
2019-06-27 11:00,14.8,8.20,9.88,517.1,133.1
2019-06-27 12:00,14.8,8.21,9.89,516.9,105.7
2019-06-27 13:00,15.0,8.21,9.64,517.2,106.0
2019-06-27 14:00,15.0,8.21,9.66,516.0,110.9
2019-06-27 15:00,15.1,8.21,9.67,516.8,105.7
2019-06-27 16:00,15.0,8.21,9.67,517.1,111.3
2019-06-27 17:00,15.2,8.21,9.70,517.4,114.3
2019-06-27 18:00,15.1,8.20,9.58,519.3,108.7
2019-06-27 19:00,15.0 ,8.30 ,9.68,520.0 ,116.4
2019-06-27 20:00,15.3,8.21,9.58,520.8,109.1
2019-06-27 21:00,15.0,8.20,9.85,521.9,123.2
2019-06-27 22:00,15.0,8.20,9.90,521.2,137.0
2019-06-27 23:00,14.9,8.19,9.78,520.1,169.0
2019-06-28 00:00,14.9,8.20,9.83,518.4,138.1
2019-06-28 01:00,14.8,8.19,9.96,518.6,162.0
2019-06-28 02:00,14.7,8.19,9.99,517.5,122.6
2019-06-28 03:00,14.7,8.19,10.21,516.5,126.2
2019-06-28 04:00,14.5,8.19,9.98,515.4,117.7
2019-06-28 05:00,14.6,8.18,10.23,514.8,117.2
2019-06-28 06:00,14.5,8.19,10.07,514.4,97.5
2019-06-28 07:00,14.5,8.18,10.26,514.3,125.9
2019-06-28 08:00,14.5,8.19,9.99,513.9,114.7
2019-06-28 09:00,14.8,8.19,10.14,513.3,176.0
2019-06-28 10:00,15.0,8.19,10.01,512.4,102.7
2019-06-28 11:00,15.2,8.18,10.18,512.1,109.9
2019-06-28 12:00,15.3,8.19,10.04,512.1,113.4
2019-06-28 13:00,15.6,8.19,10.04,510.9,141.3
2019-06-28 14:00,15.6,8.20,9.94,510.4,97.6
2019-06-28 15:00,15.8,8.20,10.00,510.1,126.6
2019-06-28 16:00,15.8,8.19,10.00,510.2,97.8
2019-06-28 17:00,16.1,8.18,9.95,508.1,120.5
2019-06-28 18:00,15.9,8.19,9.99,509.0,100.1
2019-06-28 19:00,16.0,8.19,9.97,508.2,155.5
2019-06-28 20:00,15.7,8.19,9.96,509.6,117.4
2019-06-28 21:00,15.8,8.19,9.91,510.6,166.3
2019-06-28 22:00,15.6,8.20,9.82,511.7,105.0
2019-06-28 23:00,15.6,8.20,9.76,512.5,143.5
2019-06-29 00:00,15.4,8.20,9.66,513.9,113.6
2019-06-29 01:00,15.5,8.19,9.71,512.7,148.1
2019-06-29 02:00,15.4,8.20,9.96,513.1,97.5
2019-06-29 03:00,15.4,8.19,10.05,513.2,118.7
2019-06-29 04:00,15.4,8.18,9.85,515.2,103.0
2019-06-29 05:00,15.6,8.18,9.70,514.2,154.3
2019-06-29 06:00,15.6,8.20,9.90,513.2,132.5
2019-06-29 07:00,15.6,8.19,10.02,513.0,195.6
2019-06-29 08:00,15.5,8.19,10.10,513.0,142.2
2019-06-29 09:00,15.6,8.18,10.19,511.6,223.3
2019-06-29 10:00,15.6,8.19,10.27,511.1,162.7
2019-06-29 11:00,15.6,8.18,10.27,512.0,187.9
2019-06-29 12:00,15.5,8.19,10.21,511.4,152.6
2019-06-29 13:00,15.8,8.19,10.14,509.7,136.4
2019-06-29 14:00,15.8,8.18,9.91,509.7,158.7
2019-06-29 15:00,15.9,8.17,9.99,509.8,183.9
2019-06-29 16:00,15.8,8.18,9.86,509.4,171.4
2019-06-29 17:00,15.9,8.17,9.91,507.8,191.6
2019-06-29 18:00,16.0,8.19,9.71,507.0,159.9
2019-06-29 19:00,15.9,8.18,9.97,506.7,175.3
2019-06-29 20:00,15.9,8.18,10.02,505.7,176.5
2019-06-29 21:00,15.9,8.18,10.23,504.7,180.2
2019-06-29 22:00,15.7,8.18,10.11,504.2,174.1
2019-06-29 23:00,15.7,8.18,10.10,504.3,207.5
2019-06-30 00:00,15.6,8.19,10.15,504.3,176.8
2019-06-30 01:00,15.7,8.18,10.26,505.0,210.5
2019-06-30 02:00,15.5,8.19,10.06,504.0,146.4
2019-06-30 03:00,15.4,8.18,10.29,503.7,176.5
2019-06-30 04:00,15.3,8.18,10.21,505.5,135.7
2019-06-30 05:00,15.3,8.18,10.17,505.9,142.5
2019-06-30 06:00,15.2,8.19,10.17,506.0,122.2
2019-06-30 07:00,15.1,8.18,10.21,506.3,179.1
2019-06-30 08:00,15.0,8.18,10.28,506.4,120.3
2019-06-30 09:00,15.2,8.18,10.29,504.5,206.9
2019-06-30 10:00,15.2,8.18,10.25,503.3,137.1
2019-06-30 11:00,15.3,8.18,10.29,502.8,141.8
2019-06-30 12:00,15.3,8.18,10.03,502.4,124.1
2019-06-30 13:00,15.6,8.18,10.38,501.4,244.6
2019-06-30 14:00,15.6,8.18,10.32,501.5,120.5
2019-06-30 15:00,15.8,8.18,10.10,501.3,274.4
2019-06-30 16:00,15.7,8.18,10.21,502.5,180.0
2019-06-30 17:00,16.1,8.18,10.29,501.1,215.4
2019-06-30 18:00,15.9,8.19,9.85,501.4,111.9
2019-06-30 19:00,16.0,8.18,10.18,501.4,125.9
2019-06-30 20:00,15.8,8.18,9.95,502.0,113.1
2019-06-30 21:00,15.9,8.18,10.00,501.2,133.8
2019-06-30 22:00,15.7,8.19,9.81,501.5,111.3
2019-06-30 23:00,15.6,8.18,10.21,501.7,127.6
2019-07-01 00:00,15.4,8.19,10.06,502.5,107.9
2019-07-01 01:00,15.4,8.18,10.13,502.3,154.0
2019-07-01 02:00,15.4,8.19,10.08,502.4,104.6
2019-07-01 03:00,15.4,8.18,10.02,502.4,129.4
2019-07-01 04:00,15.2,8.19,10.16,503.0,116.1
2019-07-01 05:00,15.3,8.18,9.94,503.2,111.4
2019-07-01 06:00,15.2,8.19,10.04,503.3,85.8
2019-07-01 07:00,15.2,8.18,10.15,503.2,115.9
2019-07-01 08:00,15.1,8.18,10.04,503.7,105.6
2019-07-01 09:00,15.3,8.18,10.07,502.9,144.0
2019-07-01 10:00,15.4,8.19,10.04,502.2,110.3
2019-07-01 11:00,15.5,8.19,10.26,502.0,118.6
2019-07-01 12:00,15.4,8.19,10.09,502.8,90.1
2019-07-01 13:00,15.8,8.18,10.28,501.5,129.0
2019-07-01 14:00,15.8,8.19,10.16,501.6,114.7
2019-07-01 15:00,15.9,8.19,10.23,501.6,99.1
2019-07-01 16:00,15.8,8.19,10.10,502.5,110.2
2019-07-01 17:00,15.8,8.19,10.15,502.7,127.4
2019-07-01 18:00,15.9,8.20,10.00,501.5,91.3
2019-07-01 19:00,15.9,8.19,10.02,500.7,158.1
2019-07-01 20:00,15.6,8.19,10.09,500.8,120.9
2019-07-01 21:00,15.7,8.18,10.25,500.9,199.8
2019-07-01 22:00,15.6,8.19,10.16,501.7,102.9
2019-07-01 23:00,15.6,8.18,10.14,501.9,124.0
2019-07-02 00:00,15.6,8.19,10.08,502.4,103.3
2019-07-02 01:00,15.5,8.19,10.15,503.3,165.3
2019-07-02 02:00,15.4,8.19,10.24,504.0,190.2
2019-07-02 03:00,15.4,8.18,10.25,503.8,144.0
2019-07-02 04:00,15.3,8.18,10.15,504.1,99.8
2019-07-02 05:00,15.5,8.18,10.28,503.1,140.2
2019-07-02 06:00,15.3,8.19,10.12,503.3,109.4
2019-07-02 21:00,15.6,8.18,10.45,507.3,160.7
2019-07-02 22:00,15.5,8.15,10.44,502.8,125.9
2019-07-02 23:00,15.5,8.18,10.60,501.3,104.3
2019-07-03 00:00,15.3,8.16,10.62,501.2,110.7
2019-07-03 01:00,15.4,8.16,10.59,500.4,152.4
2019-07-03 02:00,15.4,8.18,10.57,501.0,111.1
2019-07-03 03:00,15.3,8.16,10.38,501.1,156.6
2019-07-03 04:00,15.1,8.16,10.55,502.2,115.3
2019-07-03 05:00,15.2,8.16,10.62,502.0,149.0
2019-07-03 06:00,15.2,8.17,10.59,502.2,129.9
2019-07-03 22:00,15.6,8.17,10.46,503.0,203.9
2019-07-03 23:00,15.4,8.16,10.59,502.7,167.8
2019-07-04 00:00,15.4,8.18,10.66,502.5,141.4
2019-07-04 01:00,15.4,8.15,10.42,520.5,298.6
2019-07-04 02:00,15.3,8.16,10.71,512.2,414.6
2019-07-04 03:00,15.3,8.16,10.41,509.1,317.9
2019-07-04 04:00,15.0,8.15,10.17,515.9,456.2
2019-07-04 05:00,15.1,8.15,10.54,511.9,315.7
2019-07-04 06:00,15.1,8.17,10.45,509.4,271.1
2019-07-04 22:00,15.6,8.53,10.43,501.0,131.1
2019-07-04 23:00,15.7,8.56,10.43,500.4,149.0
2019-07-05 00:00,15.4,8.56,10.58,501.5,128.1
2019-07-05 01:00,15.4,8.55,10.59,501.9,116.8
2019-07-05 02:00,15.4,8.56,10.61,502.6,124.7
2019-07-05 03:00,15.4,8.55,10.62,503.3,132.6
2019-07-05 04:00,15.2,8.55,10.58,504.0,143.9
2019-07-05 05:00,15.4,8.54,10.48,503.8,182.4
2019-07-05 06:00,15.3,8.56,10.51,504.2,129.3
2019-07-05 07:00,15.3,8.55,10.63,504.2,185.5
2019-07-05 08:00,15.3,8.55,10.53,504.6,132.0
2019-07-05 09:00,15.6,8.56,10.52,503.2,137.1
2019-07-05 10:00,15.7,8.56,10.11,503.0,119.0
2019-07-05 11:00,15.8,8.56,10.46,501.6,125.1
2019-07-05 12:00,15.8,8.56,10.65,501.4,115.8
2019-07-05 13:00,16.2,8.55,10.55,499.9,126.1
2019-07-05 14:00,16.3,8.55,10.56,499.4,112.4
2019-07-05 15:00,16.4,8.54,10.43,498.6,115.5
2019-07-05 16:00,16.2,8.54,10.07,499.3,117.9
2019-07-05 17:00,16.4,8.55,10.37,498.7,141.1
2019-07-05 18:00,16.2,8.56,10.46,499.6,113.1
2019-07-05 19:00,16.2,8.55,10.45,499.5,146.4
2019-07-05 20:00,15.8,8.56,10.64,501.6,115.4
2019-07-05 21:00,15.8,8.55,10.42,501.5,162.3
2019-07-05 22:00,15.7,8.56,10.32,501.7,134.9
2019-07-05 23:00,15.8,8.55,10.52,502.0,176.9
2019-07-06 00:00,15.7,8.56,10.40,501.9,113.3
2019-07-06 01:00,15.5,8.56,10.52,501.6,139.4
2019-07-06 02:00,15.4,8.56,10.61,502.0,137.7
2019-07-06 03:00,15.4,8.55,10.63,501.7,131.9
2019-07-06 04:00,15.2,8.55,10.47,502.4,143.4
2019-07-06 05:00,15.2,8.55,10.72,501.9,145.2
2019-07-06 06:00,15.1,8.55,10.29,503.0,132.5
2019-07-06 07:00,15.1,8.54,10.54,503.7,115.6
2019-07-06 08:00,15.0,8.55,10.62,504.3,128.6
2019-07-06 09:00,15.2,8.55,10.76,503.4,119.6
2019-07-06 10:00,15.2,8.56,10.78,502.9,137.3
2019-07-06 11:00,15.4,8.56,10.78,502.1,127.1
2019-07-06 12:00,15.4,8.55,10.34,502.5,122.5
2019-07-06 13:00,15.7,8.55,10.66,501.3,108.2
2019-07-06 14:00,15.7,8.55,10.65,501.7,125.0
2019-07-06 15:00,15.8,8.55,10.64,501.2,438.4
2019-07-06 16:00,15.8,8.56,10.03,501.2,120.9
2019-07-06 17:00,16.1,8.56,10.53,500.6,169.2
2019-07-06 18:00,16.0,8.57,10.45,500.6,117.5
2019-07-06 19:00,15.9,8.58,10.54,501.3,133.4
2019-07-06 20:00,15.6,8.58,10.51,501.9,136.4
2019-07-06 21:00,15.7,8.57,10.58,502.0,174.3
2019-07-06 22:00,15.7,8.57,10.57,502.2,117.6
2019-07-06 23:00,15.6,8.57,10.43,502.1,147.3
2019-07-07 00:00,15.3,8.57,10.70,502.9,109.9
2019-07-07 01:00,15.4,8.56,10.66,502.7,148.0
2019-07-07 02:00,15.3,8.56,10.63,504.3,111.7
2019-07-07 03:00,15.3,8.56,10.66,504.6,184.2
2019-07-07 04:00,15.1,8.56,10.72,504.8,113.5
2019-07-07 05:00,15.3,8.55,10.66,503.9,149.0
2019-07-07 06:00,15.1,8.56,10.63,504.0,105.3
2019-07-07 07:00,15.2,8.56,10.68,504.5,189.7
2019-07-07 08:00,15.2,8.56,10.45,504.3,91.8
2019-07-07 09:00,15.5,8.56,10.43,502.3,107.7
2019-07-07 10:00,15.6,8.56,10.63,500.2,116.4
2019-07-07 11:00,15.7,8.56,10.24,499.4,217.4
2019-07-07 12:00,15.6,8.56,10.71,500.3,93.7
2019-07-07 13:00,16.1,8.56,10.38,498.4,105.6
2019-07-07 14:00,16.2,8.56,10.44,498.5,119.3
2019-07-07 15:00,16.4,8.56,10.43,497.4,87.4
2019-07-07 16:00,16.1,8.57,10.49,498.4,92.3
2019-07-07 17:00,16.2,8.56,10.43,497.8,175.0
2019-07-07 18:00,16.2,8.56,10.43,497.2,120.8
2019-07-07 19:00,15.9,8.56,10.51,497.6,124.1
2019-07-07 20:00,15.8,8.56,10.43,497.3,94.7
2019-07-07 21:00,15.8,8.56,10.58,497.0,223.0
2019-07-07 22:00,15.9,8.56,10.45,497.6,126.8
2019-07-07 23:00,16.0,8.56,10.52,498.2,199.9
2019-07-08 00:00,15.9,8.56,10.43,499.0,147.3
2019-07-08 01:00,15.9,8.55,10.60,501.8,250.2
2019-07-08 02:00,15.8,8.56,10.36,499.6,141.9
2019-07-08 03:00,15.8,8.55,10.60,501.4,216.0
2019-07-08 04:00,15.6,8.55,10.30,504.1,178.2
2019-07-08 05:00,15.7,8.55,10.59,503.0,145.1
2019-07-08 06:00,15.8,8.55,10.44,501.5,169.4
2019-07-08 07:00,16.0,8.54,10.42,499.4,195.8
2019-07-08 08:00,16.0,8.55,10.18,497.5,203.1
2019-07-08 09:00,16.1,8.54,10.48,497.1,228.0
2019-07-08 10:00,16.1,8.55,10.54,498.1,183.6
2019-07-08 11:00,16.2,8.54,10.48,497.5,230.8
2019-07-08 12:00,16.2,8.53,10.59,498.8,391.3
2019-07-08 13:00,16.3,8.52,10.04,501.7,477.4
2019-07-08 14:00,16.1,8.53,10.58,504.4,606.0
2019-07-08 15:00,16.0,8.52,10.64,505.1,504.8
2019-07-08 16:00,16.0,8.53,10.59,503.5,433.7
2019-07-08 17:00,16.3,8.54,10.49,501.2,278.3
2019-07-08 18:00,16.2,8.54,10.50,500.4,286.3
2019-07-08 19:00,16.2,8.53,10.57,502.6,322.0
2019-07-08 20:00,15.9,8.53,10.58,503.8,292.1
2019-07-08 21:00,15.9,8.52,10.57,501.6,258.7
2019-07-08 22:00,15.9,8.54,10.55,500.5,249.5
2019-07-08 23:00,15.8,8.52,10.28,501.1,245.4
2019-07-09 00:00,15.6,8.53,10.68,501.2,198.5
2019-07-09 01:00,15.7,8.53,10.66,499.5,169.4
2019-07-09 02:00,15.6,8.54,10.67,498.8,145.8
2019-07-09 03:00,15.6,8.53,10.65,498.8,171.2
2019-07-09 04:00,15.4,8.53,10.69,498.9,133.8
2019-07-09 05:00,15.5,8.53,10.67,498.8,133.5
2019-07-09 06:00,15.6,8.54,10.47,498.4,132.4
2019-07-09 07:00,15.7,8.53,10.64,498.5,174.3
2019-07-09 08:00,15.6,8.53,10.70,500.1,177.3
2019-07-09 09:00,15.7,8.52,10.34,501.6,179.7
2019-07-09 10:00,15.8,8.54,10.60,502.0,186.5
2019-07-09 11:00,15.9,8.53,10.53,501.5,193.8
2019-07-09 12:00,15.8,8.56,10.61,501.1,158.3
2019-07-09 13:00,16.2,8.54,9.92,499.1,134.6
2019-07-09 14:00,16.2,8.56,10.37,498.7,139.8
2019-07-09 15:00,16.3,8.54,10.45,497.3,127.9
2019-07-09 16:00,16.1,8.54,10.55,497.2,135.0
2019-07-09 17:00,16.2,8.54,10.40,496.6,124.3
2019-07-09 18:00,16.3,8.55,10.45,495.9,125.2
2019-07-09 19:00,16.4,8.54,10.48,495.3,126.6
2019-07-09 20:00,16.2,8.55,10.36,495.6,125.0
2019-07-09 21:00,16.3,8.55,10.34,495.4,123.1
2019-07-09 22:00,16.2,8.56,10.24,495.7,115.0
2019-07-09 23:00,16.1,8.55,10.49,496.0,140.4
2019-07-10 00:00,16.0,8.56,9.94,496.3,105.9
2019-07-10 01:00,15.9,8.54,10.48,496.9,106.8
2019-07-10 02:00,15.8,8.54,10.48,497.8,110.6
2019-07-10 03:00,15.8,8.54,10.47,497.7,123.1
2019-07-10 04:00,15.6,8.54,10.59,498.2,103.5
2019-07-10 05:00,15.7,8.54,10.52,497.8,148.9
2019-07-10 06:00,15.5,8.54,10.09,498.7,103.7
2019-07-10 07:00,15.5,8.53,10.47,499.3,110.9
2019-07-10 08:00,15.4,8.54,10.63,498.9,106.7
2019-07-10 09:00,15.8,8.54,10.43,497.7,111.1
2019-07-10 10:00,15.8,8.54,10.30,497.4,94.4
2019-07-10 11:00,16.0,8.54,10.51,496.7,96.2
2019-07-10 12:00,15.9,8.54,10.52,496.8,97.4
2019-07-10 13:00,16.3,8.53,10.49,495.2,99.9
2019-07-10 14:00,16.4,8.54,10.15,495.4,94.8
2019-07-10 15:00,16.6,8.53,10.35,494.7,103.0
2019-07-10 16:00,16.5,8.53,10.00,494.1,93.7
2019-07-10 17:00,16.9,8.53,10.31,491.7,116.5
2019-07-10 18:00,16.6,8.52,9.85,493.1,96.1
2019-07-10 19:00,16.7,8.52,10.32,492.8,103.6
2019-07-10 20:00,16.4,8.52,10.38,494.5,103.5
2019-07-10 21:00,16.5,8.52,10.35,494.5,100.0
2019-07-10 22:00,16.2,8.53,10.40,495.9,95.4
2019-07-10 23:00,16.2,8.53,10.15,495.6,111.4
2019-07-11 00:00,16.0,8.53,10.22,496.5,119.3
2019-07-11 01:00,16.1,8.52,10.31,495.9,104.4
2019-07-11 02:00,16.0,8.54,10.38,496.7,107.2
2019-07-11 03:00,16.0,8.53,10.42,496.5,109.8
2019-07-11 04:00,15.8,8.53,10.51,497.1,102.4
2019-07-11 05:00,15.8,8.53,10.49,497.4,81.6
2019-07-11 06:00,15.7,8.54,10.48,498.0,87.6
2019-07-11 07:00,15.7,8.53,10.15,497.0,99.6
2019-07-11 08:00,15.6,8.54,10.46,497.2,90.7
2019-07-11 09:00,15.9,8.54,10.43,496.3,105.1
2019-07-11 10:00,15.9,8.55,10.48,496.5,96.4
2019-07-11 11:00,15.9,8.54,10.40,496.2,94.8
2019-07-11 12:00,15.9,8.54,10.53,496.2,103.2
2019-07-11 13:00,16.2,8.53,10.49,495.3,95.8
2019-07-11 14:00,16.3,8.54,10.36,495.5,108.4
2019-07-11 15:00,16.4,8.52,10.30,495.1,96.4
2019-07-11 16:00,16.3,8.57,10.21,495.6,92.3
2019-07-11 17:00,16.2,8.57,10.49,495.8,90.3
2019-07-11 18:00,16.3,8.58,10.31,495.9,98.6
2019-07-11 19:00,16.2,8.57,10.44,496.6,95.5
2019-07-11 20:00,16.3,8.59,9.94,496.5,96.9
2019-07-11 21:00,16.2,8.59,10.35,496.4,96.0
2019-07-11 22:00,16.2,8.60,10.30,496.3,101.3
2019-07-11 23:00,16.1,8.60,10.43,496.3,101.1
2019-07-12 00:00,16.2,8.61,10.24,495.8,105.7
2019-07-12 01:00,16.1,8.61,10.39,495.9,99.5
2019-07-12 02:00,16.1,8.62,10.27,495.2,103.4
2019-07-12 03:00,16.1,8.61,10.27,494.9,94.9
2019-07-12 04:00,16.1,8.62,10.47,494.0,91.7
2019-07-12 05:00,16.2,8.62,10.48,493.0,101.4
2019-07-12 06:00,16.3,8.62,10.20,492.4,101.6
2019-07-12 07:00,16.1,8.62,10.50,492.1,95.1
2019-07-12 08:00,16.3,8.62,10.46,491.9,98.3
2019-07-12 09:00,16.4,8.63,10.39,491.4,91.9
2019-07-12 10:00,16.6,8.63,10.41,491.0,97.2
2019-07-12 11:00,16.7,8.62,10.41,490.6,95.9
2019-07-12 12:00,16.8,8.63,10.36,490.2,97.0
2019-07-12 13:00,16.9,8.62,10.38,492.2,88.3
2019-07-12 14:00,17.0,8.62,9.70,490.8,125.4
2019-07-12 15:00,17.0,8.61,10.22,491.1,90.2
2019-07-12 16:00,17.2,8.62,9.89,491.3,134.1
2019-07-12 17:00,17.2,8.61,10.00,491.3,166.7
2019-07-12 18:00,17.2,8.61,9.94,490.7,112.1
2019-07-12 19:00,17.4,8.63,9.90,488.2,89.1
2019-07-12 20:00,17.0,8.57,10.22,489.5,93.8
2019-07-12 21:00,17.1,8.55,9.92,490.4,144.8
2019-07-12 22:00,16.8,8.56,10.30,492.0,89.9
2019-07-12 23:00,16.7,8.54,9.89,492.4,167.9
2019-07-13 00:00,16.4,8.55,10.42,494.5,93.2
2019-07-13 01:00,16.6,8.54,10.41,494.4,143.8
2019-07-13 02:00,16.4,8.55,10.26,494.8,89.4
2019-07-13 03:00,16.4,8.54,10.42,494.6,140.9
2019-07-13 04:00,16.3,8.53,10.42,495.5,93.6
2019-07-13 05:00,16.4,8.52,10.43,495.6,129.2
2019-07-13 06:00,16.3,8.53,10.36,496.4,86.8
2019-07-13 07:00,16.2,8.52,10.51,496.7,116.2
2019-07-13 08:00,16.1,8.52,10.55,496.8,97.4
2019-07-13 09:00,16.3,8.52,9.67,496.2,128.2
2019-07-13 10:00,16.4,8.52,10.23,496.3,131.8
2019-07-13 11:00,16.6,8.52,10.38,495.8,168.2
2019-07-13 12:00,16.4,8.53,10.34,495.9,99.9
2019-07-13 13:00,16.7,8.53,10.41,495.1,149.2
2019-07-13 14:00,16.8,8.53,10.34,494.4,88.4
2019-07-13 15:00,17.2,8.52,10.25,493.5,195.0
2019-07-13 16:00,17.0,8.52,10.33,494.0,92.0
2019-07-13 17:00,17.4,8.52,10.09,493.0,136.1
2019-07-13 18:00,17.3,8.52,10.15,493.9,98.3
2019-07-13 19:00,17.3,8.52,10.13,493.1,187.1
2019-07-13 20:00,17.0,8.52,10.23,494.2,99.6
2019-07-13 21:00,17.0,8.52,9.87,493.8,139.0
2019-07-14 11:00,16.5,8.49,10.36,496.3,88.6
2019-07-14 12:00,16.5,8.49,10.37,496.8,87.4
2019-07-14 13:00,16.7,8.49,10.33,496.0,134.9
2019-07-14 14:00,16.7,8.50,9.81,496.0,91.0
2019-07-14 15:00,16.8,8.48,10.36,494.9,139.1
2019-07-14 16:00,16.5,8.49,10.40,496.2,105.6
2019-07-14 17:00,16.7,8.49,9.75,495.0,149.6
2019-07-14 18:00,16.5,8.50,10.35,495.4,92.7
2019-07-14 19:00,16.4,8.50,10.43,495.8,94.8
2019-07-14 20:00,16.3,8.50,10.38,495.9,88.2
2019-07-14 21:00,16.5,8.51,10.38,495.3,85.3
2019-07-14 22:00,16.3,8.51,10.38,495.7,89.9
2019-07-14 23:00,16.4,8.51,10.39,495.5,83.8
2019-07-15 00:00,16.3,8.51,10.39,496.4,91.4
2019-07-15 01:00,16.5,8.51,10.40,495.4,85.7
2019-07-15 02:00,16.4,8.53,10.35,495.7,84.0
2019-07-15 03:00,16.4,8.51,10.37,495.7,91.9
2019-07-15 04:00,16.3,8.52,10.44,495.9,167.5
2019-07-15 05:00,16.5,8.51,10.44,495.4,111.5
2019-07-15 06:00,16.4,8.52,10.24,495.0,84.5
2019-07-15 07:00,16.5,8.51,10.39,494.8,176.5
2019-07-15 08:00,16.3,8.52,10.46,495.5,87.1
2019-07-15 09:00,16.4,8.51,10.49,495.3,168.8
2019-07-15 10:00,16.4,8.52,10.33,494.6,86.1
2019-07-15 11:00,16.5,8.51,10.36,494.4,122.1
2019-07-15 12:00,16.4,8.51,10.42,495.3,149.8
2019-07-15 13:00,16.5,8.51,10.16,495.1,104.1
2019-07-15 14:00,16.6,8.51,10.38,494.8,94.2
2019-07-15 15:00,16.7,8.52,10.27,494.0,191.5
2019-07-15 16:00,16.6,8.52,10.36,493.7,87.8
2019-07-15 17:00,16.8,8.52,10.20,492.7,96.0
2019-07-15 18:00,16.9,8.54,10.31,491.6,85.2
2019-07-15 19:00,17.0,8.53,10.25,490.9,86.5
2019-07-15 20:00,16.7,8.53,10.30,491.3,86.7
2019-07-15 21:00,16.8,8.53,10.04,491.1,96.8
2019-07-15 22:00,16.6,8.54,10.35,491.5,90.8
2019-07-15 23:00,16.7,8.53,9.89,491.2,96.4
2019-07-16 00:00,16.6,8.54,10.14,491.3,102.3
2019-07-16 01:00,16.5,8.52,10.03,492.7,97.4
2019-07-16 02:00,16.4,8.53,10.32,493.3,97.1
2019-07-16 03:00,16.4,8.52,10.26,492.1,100.5
2019-07-16 04:00,16.3,8.52,10.41,490.9,105.0
2019-07-16 05:00,16.4,8.51,10.34,490.9,123.7
2019-07-16 06:00,16.3,8.52,9.90,498.8,138.9
2019-07-16 07:00,16.3,8.51,10.10,507.5,158.2
2019-07-16 08:00,16.2,8.50,10.38,516.6,178.1
2019-07-16 09:00,16.4,8.49,10.35,516.2,198.2
2019-07-16 10:00,16.5,8.50,10.24,509.7,211.5
2019-07-16 11:00,16.6,8.48,10.35,503.6,201.3
2019-07-16 12:00,16.7,8.49,10.25,498.8,193.6
2019-07-16 13:00,17.0,8.50,10.20,495.2,176.9
2019-07-16 14:00,17.1,8.50,10.24,494.9,164.6
2019-07-16 15:00,17.3,8.48,10.10,493.8,160.1
2019-07-16 16:00,17.0,8.47,10.23,494.0,171.5
2019-07-16 17:00,17.4,8.47,10.10,492.3,188.5
2019-07-16 18:00,17.2,8.49,9.71,491.7,173.2
2019-07-16 19:00,17.2,8.48,10.11,491.4,169.8
2019-07-16 20:00,16.8,8.49,10.10,491.9,176.4
2019-07-16 21:00,17.0,8.49,10.21,491.4,184.0
2019-07-16 22:00,16.8,8.51,10.12,492.3,152.1
2019-07-16 23:00,16.7,8.50,10.18,492.5,143.5
2019-07-17 00:00,16.5,8.51,10.03,493.8,129.3
2019-07-17 01:00,16.5,8.50,10.30,493.3,125.5
2019-07-17 02:00,16.5,8.51,10.22,493.0,123.2
2019-07-17 03:00,16.5,8.49,10.24,493.1,135.6
2019-07-17 04:00,16.4,8.49,10.16,493.6,120.3
2019-07-17 05:00,16.4,8.49,10.35,493.4,116.9
2019-07-17 06:00,16.4,8.51,10.11,493.0,108.7
2019-07-17 07:00,16.4,8.50,10.43,492.3,106.3
2019-07-17 08:00,16.7,8.50,9.50,491.3,124.3
2019-07-17 09:00,16.5,8.50,10.29,491.8,110.9
2019-07-17 10:00,16.6,8.52,9.94,490.9,115.9
2019-07-17 11:00,16.7,8.51,10.28,490.1,113.0
2019-07-17 12:00,16.6,8.51,10.37,489.8,106.9
2019-07-17 13:00,17.0,8.51,10.11,488.7,96.1
2019-07-17 14:00,16.9,8.52,10.27,489.0,98.3
2019-07-17 15:00,17.1,8.51,10.33,488.9,106.1
2019-07-17 16:00,17.0,8.51,10.11,489.6,97.7
2019-07-17 17:00,17.3,8.51,10.28,489.0,92.1
2019-07-17 18:00,17.3,8.52,10.10,488.8,91.2
2019-07-17 19:00,17.3,8.51,10.23,488.1,107.5
2019-07-17 20:00,17.0,8.51,10.21,489.3,117.5
2019-07-17 21:00,17.2,8.50,9.66,489.1,99.4
2019-07-17 22:00,17.0,8.52,10.13,488.4,92.6
2019-07-17 23:00,16.9,8.52,10.30,488.4,85.1
2019-07-18 00:00,16.9,8.53,10.23,489.1,85.6
2019-07-18 01:00,16.8,8.52,10.13,489.1,88.5
2019-07-18 02:00,16.6,8.54,10.27,489.8,79.8
2019-07-18 03:00,16.8,8.52,10.16,489.3,88.7
2019-07-18 04:00,16.6,8.52,10.01,490.0,122.0
2019-07-18 05:00,16.7,8.52,10.36,489.5,99.9
2019-07-18 06:00,16.6,8.53,10.19,489.6,82.5
2019-07-18 07:00,16.7,8.52,10.21,489.2,82.1
2019-07-18 08:00,16.5,8.52,10.39,489.5,83.0
2019-07-18 09:00,16.7,8.52,10.25,489.6,81.5
2019-07-18 10:00,16.7,8.52,10.14,493.0,86.1
2019-07-18 11:00,16.7,8.52,10.11,490.6,85.4
